,codigo_ocorrencia,codigo_ocorrencia1,codigo_ocorrencia2,codigo_ocorrencia3,codigo_ocorrencia4,ocorrencia_classificacao,ocorrencia_latitude,ocorrencia_longitude,ocorrencia_cidade,ocorrencia_uf,ocorrencia_pais,ocorrencia_aerodromo,ocorrencia_dia,ocorrencia_hora,investigacao_aeronave_liberada,investigacao_status,divulgacao_relatorio_numero,divulgacao_relatorio_publicado,divulgacao_dia_publicacao,total_recomendacoes,total_aeronaves_envolvidas,ocorrencia_saida_pista,ocorrencia_dia_raw,ocorrencia_mes,ocorrencia_ano,ocorrencia_hora_raw,ano_mes
4212,53003,53003,53003,53003,53003,INCIDENTE,-15.5986686,-56.0991301,CUIABÁ,MT,BRASIL,SBCY,6,11,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/6/2015 0:00,2,2015,1/1/1900 11:50,2015-02
4213,53002,53002,53002,53002,53002,INCIDENTE,-7.6593687,-41.8814875,CAMPINAS DO PIAUÍ,PI,BRASIL,SBKP,8,19,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/8/2015 0:00,2,2015,1/1/1900 19:03,2015-02
4214,53001,53001,53001,53001,53001,INCIDENTE,-22.9110137,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,SBGL,8,19,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/8/2015 0:00,2,2015,1/1/1900 19:07,2015-02
4215,53000,53000,53000,53000,53000,INCIDENTE,-30.0324999,-51.2303767,PORTO ALEGRE,RS,BRASIL,***,9,9,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/9/2015 0:00,2,2015,1/1/1900 9:00,2015-02
4216,52999,52999,52999,52999,52999,INCIDENTE,-14.792599,-39.0453843,ILHÉUS,BA,BRASIL,SBIL,3,14,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/3/2015 0:00,2,2015,1/1/1900 14:55,2015-02
4217,52998,52998,52998,52998,52998,INCIDENTE,-14.792599,-39.0453843,ILHÉUS,BA,BRASIL,SBIL,30,19,***,FINALIZADA,***,NÃO,,0,1,NÃO,1/30/2015 0:00,1,2015,1/1/1900 19:20,2015-01
4218,52997,52997,52997,52997,52997,INCIDENTE,-2.4084996,-44.4174143,ALCÂNTARA,MA,BRASIL,SNCW,16,20,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/16/2015 0:00,2,2015,1/1/1900 20:38,2015-02
4219,52996,52996,52996,52996,52996,INCIDENTE,-3.1316333,-59.9825041,MANAUS,AM,BRASIL,SBEG,10,13,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,2/10/2015 0:00,2,2015,1/1/1900 13:05,2015-02
4220,52995,52995,52995,52995,52995,INCIDENTE,-22.9110137,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,SBGL,9,10,***,FINALIZADA,***,NÃO,,0,1,NÃO,2/9/2015 0:00,2,2015,1/1/1900 10:00,2015-02
4221,52994,52994,52994,52994,52994,INCIDENTE,-23.5506507,-46.6333824,SÃO PAULO,SP,BRASIL,SBMT,9,23,***,FINALIZADA,***,NÃO,,0,1,NÃO,1/9/2015 0:00,1,2015,1/1/1900 23:25,2015-01
4222,52993,52993,52993,52993,52993,INCIDENTE GRAVE,-21.7546,-41.3242,CAMPOS DOS GOYTACAZES,RJ,BRASIL,SBFS,27,12,***,ATIVA,IG-012/CENIPA/2015,NÃO,,0,1,NÃO,1/27/2015 0:00,1,2015,1/1/1900 12:25,2015-01
4223,52992,52992,52992,52992,52992,INCIDENTE GRAVE,-12.9822499,-38.4812772,SALVADOR,BA,BRASIL,SBSV,1,11,***,FINALIZADA,IG-001/CENIPA/2015,SIM,11/7/2018,3,2,NÃO,1/1/2015 0:00,1,2015,1/1/1900 11:40,2015-01
4224,52991,52991,52991,52991,52991,INCIDENTE GRAVE,-28.24527778,-52.32861111,PASSO FUNDO,RS,BRASIL,SBPF,21,12,SIM,FINALIZADA,IG-009/CENIPA/2015,SIM,11/16/2015,0,1,NÃO,1/21/2015 0:00,1,2015,1/1/1900 12:00,2015-01
4225,52990,52990,52990,52990,52990,INCIDENTE GRAVE,-27.5973002,-48.5496098,FLORIANÓPOLIS,SC,BRASIL,SBFL,23,16,SIM,FINALIZADA,IG-010/CENIPA/2015,SIM,10/13/2015,0,1,NÃO,1/23/2015 0:00,1,2015,1/1/1900 16:28,2015-01
4226,52989,52989,52989,52989,52989,INCIDENTE GRAVE,-12.5013001,-39.0002166,CONCEIÇÃO DA FEIRA,BA,BRASIL,***,26,18,***,,,NÃO,,0,1,NÃO,1/26/2015 0:00,1,2015,1/1/1900 18:15,2015-01
4227,52988,52988,52988,52988,52988,ACIDENTE,-26.22611111,-48.795,JOINVILLE,SC,BRASIL,SBJV,3,17,SIM,FINALIZADA,A-017/CENIPA/2015,SIM,10/13/2015,1,1,NÃO,2/3/2015 0:00,2,2015,1/1/1900 17:45,2015-02
4228,52987,52987,52987,52987,52987,ACIDENTE,-23.34055555,-47.34361111,ITU,SP,BRASIL,***,24,14,SIM,FINALIZADA,A-011/CENIPA/2015,SIM,1/18/2019,0,1,NÃO,1/24/2015 0:00,1,2015,1/1/1900 14:00,2015-01
4229,52984,52984,52984,52984,52984,ACIDENTE,-20.04861111,-43.8470691,NOVA LIMA,MG,BRASIL,SJLY,1,15,***,FINALIZADA,A-015/CENIPA/2015,SIM,4/22/2016,0,1,NÃO,2/1/2015 0:00,2,2015,1/1/1900 15:10,2015-02
4230,52983,52983,52983,52983,52983,ACIDENTE,-30.99111111,-50.916692,MOSTARDAS,RS,BRASIL,***,28,10,SIM,FINALIZADA,A-013/CENIPA/2015,SIM,10/13/2015,0,1,NÃO,1/28/2015 0:00,1,2015,1/1/1900 10:30,2015-01
4231,52982,52982,52982,52982,52982,ACIDENTE,-2.937777778,-60.71916667,BOA VISTA,RR,BRASIL,***,29,20,SIM,FINALIZADA,A-014/CENIPA/2015,SIM,5/22/2015,0,1,NÃO,1/29/2015 0:00,1,2015,1/1/1900 20:30,2015-01
4232,52981,52981,52981,52981,52981,ACIDENTE,-16.25527778,-47.95777778,LUZIÂNIA,GO,BRASIL,***,10,21,***,FINALIZADA,A-005/CENIPA/2015,SIM,4/5/2018,3,1,NÃO,1/10/2015 0:00,1,2015,1/1/1900 21:04,2015-01
4233,52980,52980,52980,52980,52980,ACIDENTE,-23.17194444,-53.09611111,SANTA MÔNICA,PR,BRASIL,***,10,22,SIM,FINALIZADA,A-006/CENIPA/2015,SIM,8/1/2017,2,1,NÃO,1/10/2015 0:00,1,2015,1/1/1900 22:00,2015-01
4234,52979,52979,52979,52979,52979,ACIDENTE,-22.38555556,-53.87638889,IVINHEMA,MS,BRASIL,***,2,14,***,FINALIZADA,A-002/CENIPA/2015,SIM,6/25/2018,0,1,NÃO,1/2/2015 0:00,1,2015,1/1/1900 14:50,2015-01
4235,52978,52978,52978,52978,52978,ACIDENTE,-7.85028,-45.21361,BAIXA GRANDE DO RIBEIRO,PI,BRASIL,***,14,10,***,FINALIZADA,A-007/CENIPA/2015,SIM,1/14/2015,1,1,NÃO,1/14/2015 0:00,1,2015,1/1/1900 10:50,2015-01
4236,52977,52977,52977,52977,52977,ACIDENTE,-28.72361111,-55.69583333,SÃO BORJA,RS,BRASIL,***,19,12,SIM,FINALIZADA,A-008/CENIPA/2015,SIM,10/12/2015,0,1,NÃO,1/19/2015 0:00,1,2015,1/1/1900 12:15,2015-01
4237,52976,52976,52976,52976,52976,ACIDENTE,-24.75333333,-53.635,TOLEDO,PR,BRASIL,SBTD,4,22,SIM,FINALIZADA,A-003/CENIPA/2015,SIM,6/16/2016,6,1,NÃO,1/4/2015 0:00,1,2015,1/1/1900 22:04,2015-01
4238,52975,52975,52975,52975,52975,ACIDENTE,-12.1218837,-58.0042714,BRASNORTE,MT,BRASIL,***,8,20,***,FINALIZADA,A-004/CENIPA/2015,SIM,10/27/2017,0,1,NÃO,1/8/2015 0:00,1,2015,1/1/1900 20:30,2015-01
4239,52974,52974,52974,52974,52974,ACIDENTE,-18.415556,-46.421389,PRESIDENTE OLEGÁRIO,MG,BRASIL,***,2,19,***,FINALIZADA,A-016/CENIPA/2015,SIM,11/16/2021,0,1,NÃO,2/2/2015 0:00,2,2015,1/1/1900 19:50,2015-02
4240,52973,52973,52973,52973,52973,ACIDENTE,-7.53214,-46.77166667,BALSAS,MA,BRASIL,***,7,11,SIM,FINALIZADA,A-020/CENIPA/2015,SIM,4/15/2015,0,1,NÃO,2/7/2015 0:00,2,2015,1/1/1900 11:30,2015-02
4241,52972,52972,52972,52972,52972,ACIDENTE,-30.6747721,-51.3986199,TAPES,RS,BRASIL,SSAU,7,11,SIM,FINALIZADA,A-021/CENIPA/2015,SIM,1/29/2019,2,1,NÃO,2/7/2015 0:00,2,2015,1/1/1900 11:00,2015-02
4242,52971,52971,52971,52971,52971,ACIDENTE,-21.252037,-48.325223,JABOTICABAL,SP,BRASIL,SDJC,24,20,***,,,NÃO,,0,1,NÃO,1/24/2015 0:00,1,2015,1/1/1900 20:00,2015-01
4243,52970,52970,52970,52970,52970,ACIDENTE,-21.1104688,-44.1742937,TIRADENTES,MG,BRASIL,***,19,18,***,,,NÃO,,0,1,NÃO,1/19/2015 0:00,1,2015,1/1/1900 18:08,2015-01
4244,52968,52968,52968,52968,52968,INCIDENTE,-2.424722222,-54.78583333,SANTARÉM,PA,BRASIL,SBSN,12,16,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/12/2014 0:00,11,2014,1/1/1900 16:30,2014-11
4245,52967,52967,52967,52967,52967,ACIDENTE,-11.885,-55.58611111,SINOP,MT,BRASIL,SWSI,9,11,SIM,FINALIZADA,A-065/CENIPA/2013,SIM,7/16/2013,0,1,SIM,4/9/2013 0:00,4,2013,1/1/1900 11:50,2013-04
4246,52959,52959,52959,52959,52959,INCIDENTE,-22.9110137,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,SBGL,30,12,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/30/2014 0:00,12,2014,1/1/1900 12:45,2014-12
4247,52958,52958,52958,52958,52958,ACIDENTE,-22.7630391,-47.1532213,PAULÍNIA,SP,BRASIL,***,13,17,***,,,NÃO,,0,1,NÃO,7/13/2013 0:00,7,2013,1/1/1900 17:36,2013-07
4248,52956,52956,52956,52956,52956,INCIDENTE,-23.43194444,-46.46944444,GUARULHOS,SP,BRASIL,SBGR,11,15,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/11/2014 0:00,11,2014,1/1/1900 15:00,2014-11
4249,52955,52955,52955,52955,52955,INCIDENTE,-23.3112878,-51.1595023,LONDRINA,PR,BRASIL,***,30,19,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/30/2014 0:00,12,2014,1/1/1900 19:54,2014-12
4250,52954,52954,52954,52954,52954,INCIDENTE,-21.1776315,-47.8100983,RIBEIRÃO PRETO,SP,BRASIL,***,29,14,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/29/2014 0:00,12,2014,1/1/1900 14:40,2014-12
4251,52953,52953,52953,52953,52953,INCIDENTE,-30.0324999,-51.2303767,PORTO ALEGRE,RS,BRASIL,SBPA,23,17,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/23/2014 0:00,12,2014,1/1/1900 17:47,2014-12
4252,52952,52952,52952,52952,52952,INCIDENTE,-23.3112878,-51.1595023,LONDRINA,PR,BRASIL,SBLO,20,11,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/20/2014 0:00,12,2014,1/1/1900 11:27,2014-12
4253,52951,52951,52951,52951,52951,INCIDENTE,-30.0324999,-51.2303767,PORTO ALEGRE,RS,BRASIL,SBPA,23,18,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/23/2014 0:00,12,2014,1/1/1900 18:20,2014-12
4254,52950,52950,52950,52950,52950,INCIDENTE,-23.1825218,-50.6499263,CORNÉLIO PROCÓPIO,PR,BRASIL,SSCP,14,11,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/14/2014 0:00,11,2014,1/1/1900 11:30,2014-11
4255,52948,52948,52948,52948,52948,INCIDENTE GRAVE,-23.228889,-45.871178,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,SBSJ,26,13,,FINALIZADA,IG-208/CENIPA/2014,SIM,10/2/2020,0,1,NÃO,12/26/2014 0:00,12,2014,1/1/1900 13:50,2014-12
4256,52947,52947,52947,52947,52947,ACIDENTE,-19.91222222,-43.99361111,BELO HORIZONTE,MG,BRASIL,***,30,17,SIM,FINALIZADA,A-213/CENIPA/2014,SIM,3/18/2016,0,1,NÃO,12/30/2014 0:00,12,2014,1/1/1900 17:40,2014-12
4257,52946,52946,52946,52946,52946,ACIDENTE,-31.96222222,-52.63888889,ARROIO GRANDE,RS,BRASIL,***,30,8,SIM,FINALIZADA,A-212/CENIPA/2014,SIM,5/26/2017,4,1,NÃO,12/30/2014 0:00,12,2014,1/1/1900 8:50,2014-12
4258,52945,52945,52945,52945,52945,ACIDENTE,-20.143611,-55.193889,AQUIDAUANA,MS,BRASIL,***,30,20,SIM,FINALIZADA,A-214/CENIPA/2014,SIM,6/23/2016,0,1,NÃO,12/30/2014 0:00,12,2014,1/1/1900 20:00,2014-12
4259,52944,52944,52944,52944,52944,INCIDENTE,-23.5506507,-46.6333824,SÃO PAULO,SP,BRASIL,SBMT,2,19,***,FINALIZADA,***,NÃO,,0,1,NÃO,1/2/2014 0:00,1,2014,1/1/1900 19:30,2014-01
4260,52943,52943,52943,52943,52943,INCIDENTE,-16.625,-49.34805556,GOIÂNIA,GO,BRASIL,SBNV,20,11,***,FINALIZADA,,NÃO,,0,2,NÃO,1/20/2014 0:00,1,2014,1/1/1900 11:45,2014-01
4261,52942,52942,52942,52942,52942,ACIDENTE,-3.072777778,-59.9825041,MANAUS,AM,BRASIL,SWFN,18,19,SIM,FINALIZADA,A-015/CENIPA/2014,SIM,8/22/2014,0,1,NÃO,1/18/2014 0:00,1,2014,1/1/1900 19:50,2014-01
4262,52941,52941,52941,52941,52941,ACIDENTE,-7.393333333,-55.9878139,ITAITUBA,PA,BRASIL,SNXR,12,20,***,FINALIZADA,A-012/CENIPA/2014,SIM,8/1/2017,0,1,SIM,1/12/2014 0:00,1,2014,1/1/1900 20:30,2014-01
4263,52940,52940,52940,52940,52940,ACIDENTE,-24.28777778,-53.04638889,QUARTO CENTENÁRIO,PR,BRASIL,***,11,10,***,FINALIZADA,A-011/CENIPA/2014,SIM,8/22/2014,0,1,NÃO,1/11/2014 0:00,1,2014,1/1/1900 10:40,2014-01
4264,52939,52939,52939,52939,52939,ACIDENTE,-29.11527778,-56.51388889,ITAQUI,RS,BRASIL,SSIQ,6,20,***,FINALIZADA,A-004/CENIPA/2014,SIM,8/22/2014,0,1,NÃO,1/6/2014 0:00,1,2014,1/1/1900 20:00,2014-01
4265,52938,52938,52938,52938,52938,ACIDENTE,-23.3112878,-51.1595023,LONDRINA,PR,BRASIL,SBLO,8,19,***,FINALIZADA,A-008/CENIPA/2014,SIM,3/5/2015,0,1,SIM,1/8/2014 0:00,1,2014,1/1/1900 19:48,2014-01
4266,52937,52937,52937,52937,52937,ACIDENTE,-15.55138889,-54.33194444,PRIMAVERA DO LESTE,MT,BRASIL,***,7,20,***,FINALIZADA,A-006/CENIPA/2014,SIM,4/30/2015,0,1,NÃO,1/7/2014 0:00,1,2014,1/1/1900 20:59,2014-01
4267,52936,52936,52936,52936,52936,ACIDENTE,-10.88833333,-52.32416667,SÃO JOSÉ DO XINGU,MT,BRASIL,***,4,17,***,FINALIZADA,A-003/CENIPA/2014,SIM,8/1/2017,0,1,NÃO,1/4/2014 0:00,1,2014,1/1/1900 17:35,2014-01
4268,52935,52935,52935,52935,52935,ACIDENTE,-28.28222222,-54.16888889,SANTO ÂNGELO,RS,BRASIL,SBNM,9,18,***,FINALIZADA,A-010/CENIPA/2014,SIM,8/22/2014,1,1,NÃO,1/9/2014 0:00,1,2014,1/1/1900 18:45,2014-01
4269,52934,52934,52934,52934,52934,ACIDENTE,-18.76916667,-46.29611111,LAGOA FORMOSA,MG,BRASIL,***,3,21,***,FINALIZADA,A-001/CENIPA/2014,SIM,5/16/2019,2,1,NÃO,1/3/2014 0:00,1,2014,1/1/1900 21:00,2014-01
4270,52933,52933,52933,52933,52933,INCIDENTE,-23.425269,-51.9382078,MARINGÁ,PR,BRASIL,***,3,17,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/3/2014 0:00,11,2014,1/1/1900 17:28,2014-11
4271,52876,52876,52876,52876,52876,ACIDENTE,-16.4603533,-54.6397099,RONDONÓPOLIS,MT,BRASIL,***,19,11,***,FINALIZADA,A-530/CENIPA/2017,SIM,3/9/2018,0,1,NÃO,2/19/2014 0:00,2,2014,1/1/1900 11:00,2014-02
4272,52875,52875,52875,52875,52875,INCIDENTE,-25.0891685,-50.1601812,PONTA GROSSA,PR,BRASIL,***,23,12,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/23/2014 0:00,12,2014,1/1/1900 12:35,2014-12
4273,52874,52874,52874,52874,52874,ACIDENTE,-15.10361111,-54.125,PRIMAVERA DO LESTE,MT,BRASIL,***,29,10,***,FINALIZADA,A-211/CENIPA/2014,SIM,8/1/2017,1,1,NÃO,12/29/2014 0:00,12,2014,1/1/1900 10:00,2014-12
4274,52873,52873,52873,52873,52873,ACIDENTE,-23.86583333,-46.16138889,BERTIOGA,SP,BRASIL,***,27,13,SIM,FINALIZADA,A-209/CENIPA/2014,SIM,9/4/2018,0,1,NÃO,12/27/2014 0:00,12,2014,1/1/1900 13:15,2014-12
4275,52872,52872,52872,52872,52872,ACIDENTE,-19.30583333,-48.19555556,UBERABA,MG,BRASIL,SNHE,23,17,SIM,FINALIZADA,A-206/CENIPA/2014,SIM,5/22/2015,0,1,SIM,12/23/2014 0:00,12,2014,1/1/1900 17:00,2014-12
4276,52871,52871,52871,52871,52871,INCIDENTE,-8.025294,-50.031687,REDENÇÃO,PA,BRASIL,SNDC,26,11,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/26/2014 0:00,12,2014,1/1/1900 11:23,2014-12
4277,52858,52858,52858,52858,52858,INCIDENTE,-10.3333333,-53.2,BRASÍLIA,DF,BRASIL,***,26,18,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/26/2014 0:00,12,2014,1/1/1900 18:00,2014-12
4278,52857,52857,52857,52857,52857,INCIDENTE,-23.5506507,-46.6333824,SÃO PAULO,SP,BRASIL,SBSP,16,16,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/16/2014 0:00,12,2014,1/1/1900 16:45,2014-12
4279,52856,52856,52856,52856,52856,INCIDENTE,-3.1316333,-59.9825041,MANAUS,AM,BRASIL,SBEG,20,18,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,12/20/2014 0:00,12,2014,1/1/1900 18:20,2014-12
4280,52855,52855,52855,52855,52855,INCIDENTE,-0.1249715,-67.0813855,SÃO GABRIEL DA CACHOEIRA,AM,BRASIL,SBUA,15,14,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,12/15/2014 0:00,12,2014,1/1/1900 14:16,2014-12
4281,52854,52854,52854,52854,52854,INCIDENTE,-22.9110137,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,SBGL,8,17,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/8/2014 0:00,12,2014,1/1/1900 17:00,2014-12
4282,52853,52853,52853,52853,52853,INCIDENTE,-22.28283055,-41.96490907,MACAÉ,RJ,BRASIL,SBME,3,12,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/3/2014 0:00,12,2014,1/1/1900 12:55,2014-12
4283,52852,52852,52852,52852,52852,INCIDENTE,-22.9056391,-47.059564,CAMPINAS,SP,BRASIL,SDAM,2,16,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/2/2014 0:00,12,2014,1/1/1900 16:20,2014-12
4284,52851,52851,52851,52851,52851,INCIDENTE,-10.9162061,-37.0774655,ARACAJU,SE,BRASIL,SBAR,1,20,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/1/2014 0:00,12,2014,1/1/1900 20:35,2014-12
4285,52850,52850,52850,52850,52850,INCIDENTE,-30.0324999,-51.2303767,PORTO ALEGRE,RS,BRASIL,***,27,4,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/27/2014 0:00,11,2014,1/1/1900 4:43,2014-11
4286,52849,52849,52849,52849,52849,INCIDENTE,-22.9110137,-43.2093727,RIO DE JANEIRO,RJ,BRASIL,***,27,3,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/27/2014 0:00,11,2014,1/1/1900 3:00,2014-11
4287,52848,52848,52848,52848,52848,INCIDENTE,-12.9822499,-38.4812772,SALVADOR,BA,BRASIL,***,25,20,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/25/2014 0:00,11,2014,1/1/1900 20:50,2014-11
4288,52847,52847,52847,52847,52847,INCIDENTE,-3.1316333,-59.9825041,MANAUS,AM,BRASIL,***,24,11,SIM,FINALIZADA,***,NÃO,,0,1,NÃO,11/24/2014 0:00,11,2014,1/1/1900 11:05,2014-11
4289,52846,52846,52846,52846,52846,INCIDENTE,-22.28283055,-41.96490907,MACAÉ,RJ,BRASIL,SBME,27,11,***,FINALIZADA,***,NÃO,,0,1,NÃO,11/27/2014 0:00,11,2014,1/1/1900 11:20,2014-11
4290,52845,52845,52845,52845,52845,INCIDENTE,-1.5107945,-48.6190679,BARCARENA,PA,BRASIL,***,15,16,***,FINALIZADA,A DEFINIR,NÃO,,0,1,NÃO,12/15/2014 0:00,12,2014,1/1/1900 16:15,2014-12
4291,52844,52844,52844,52844,52844,INCIDENTE,-23.4675941,-46.5277704,GUARULHOS,SP,BRASIL,SBGR,11,23,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/11/2014 0:00,12,2014,1/1/1900 23:30,2014-12
4292,52843,52843,52843,52843,52843,INCIDENTE GRAVE,-12.593611,-55.696944,SORRISO,MT,BRASIL,SSAC,11,14,SIM,FINALIZADA,IG-198/CENIPA/2014,SIM,5/17/2018,0,1,NÃO,12/11/2014 0:00,12,2014,1/1/1900 14:00,2014-12
4293,52841,52841,52841,52841,52841,INCIDENTE,-21.7318163,-41.3289071,SÃO JOSÉ DOS CAMPOS,SP,BRASIL,SBSJ,8,18,***,FINALIZADA,***,NÃO,,0,1,NÃO,12/8/2014 0:00,12,2014,1/1/1900 18:08,2014-12
4294,52840,52840,52840,52840,52840,INCIDENTE GRAVE,-23.50888889,-46.63416667,SÃO PAULO,SP,BRASIL,SBMT,7,14,,FINALIZADA,IG-195/CENIPA/2014,NÃO,10/29/2020,0,1,SIM,12/7/2014 0:00,12,2014,1/1/1900 14:54,2014-12
4295,52839,52839,52839,52839,52839,ACIDENTE,-29.80166667,-55.22027778,ALEGRETE,RS,BRASIL,***,23,20,SIM,FINALIZADA,A-207/CENIPA/2014,SIM,10/19/2015,0,1,NÃO,12/23/2014 0:00,12,2014,1/1/1900 20:00,2014-12
4296,52838,52838,52838,52838,52838,ACIDENTE,-14.09222222,-52.67638889,ÁGUA BOA,MT,BRASIL,***,19,16,SIM,FINALIZADA,A-205/CENIPA/2014,SIM,8/1/2017,1,1,NÃO,12/19/2014 0:00,12,2014,1/1/1900 16:16,2014-12
4297,52837,52837,52837,52837,52837,ACIDENTE,-28.87472222,-56.06472222,SÃO BORJA,RS,BRASIL,***,18,21,SIM,FINALIZADA,A-204/CENIPA/2014,SIM,11/16/2015,1,1,NÃO,12/18/2014 0:00,12,2014,1/1/1900 21:30,2014-12
4298,52836,52836,52836,52836,52836,ACIDENTE,-29.43972222,-56.04083333,ALEGRETE,RS,BRASIL,***,18,19,SIM,FINALIZADA,A-203/CENIPA/2014,SIM,11/16/2015,0,1,NÃO,12/18/2014 0:00,12,2014,1/1/1900 19:00,2014-12
4299,52835,52835,52835,52835,52835,ACIDENTE,-16.51944444,-49.83944444,NAZÁRIO,GO,BRASIL,***,17,12,SIM,FINALIZADA,A-201/CENIPA/2014,SIM,8/1/2017,0,1,NÃO,12/17/2014 0:00,12,2014,1/1/1900 12:10,2014-12
4300,52834,52834,52834,52834,52834,ACIDENTE,-22.44277778,-40.07222222,MACAÉ,RJ,BRASIL,***,17,18,SIM,FINALIZADA,A-202/CENIPA/2014,SIM,12/5/2022,0,1,NÃO,12/17/2014 0:00,12,2014,1/1/1900 18:45,2014-12
4301,52833,52833,52833,52833,52833,ACIDENTE,-23.13333333,-46.575,ATIBAIA,SP,BRASIL,SDTB,16,17,SIM,FINALIZADA,A-200/CENIPA/2014,SIM,7/8/2022,0,1,SIM,12/16/2014 0:00,12,2014,1/1/1900 17:30,2014-12
4302,52832,52832,52832,52832,52832,ACIDENTE,-21.09194444,-50.22805556,BURITAMA,SP,BRASIL,***,14,23,SIM,FINALIZADA,A-199/CENIPA/2014,SIM,10/19/2015,0,1,NÃO,12/14/2014 0:00,12,2014,1/1/1900 23:40,2014-12
4303,52831,52831,52831,52831,52831,ACIDENTE,-23.77194444,-52.44916667,TERRA BOA,PR,BRASIL,***,7,16,SIM,FINALIZADA,A-196/CENIPA/2014,SIM,10/19/2015,0,1,NÃO,12/7/2014 0:00,12,2014,1/1/1900 16:00,2014-12
4304,52819,52819,52819,52819,52819,ACIDENTE,-20.36333333,-54.49055556,CAMPO GRANDE,MS,BRASIL,***,6,10,SIM,FINALIZADA,A-194/CENIPA/2014,SIM,1/29/2019,1,1,NÃO,12/6/2014 0:00,12,2014,1/1/1900 10:21,2014-12
4305,52818,52818,52818,52818,52818,ACIDENTE,-8.603333333,-38.54472222,FLORESTA,PE,BRASIL,***,5,14,SIM,FINALIZADA,A-193/CENIPA/2014,SIM,5/22/2015,0,1,NÃO,12/5/2014 0:00,12,2014,1/1/1900 14:30,2014-12
4306,52817,52817,52817,52817,52817,ACIDENTE,-19.76722222,-48.36916667,VERÍSSIMO,MG,BRASIL,***,3,12,SIM,FINALIZADA,A-192/CENIPA/2014,SIM,5/22/2015,0,1,NÃO,12/3/2014 0:00,12,2014,1/1/1900 12:53,2014-12
4307,52816,52816,52816,52816,52816,INCIDENTE GRAVE,-21.39527778,-49.81694444,LINS,SP,BRASIL,***,2,15,SIM,FINALIZADA,A-191/CENIPA/2014,SIM,9/30/2017,1,1,NÃO,12/2/2014 0:00,12,2014,1/1/1900 15:40,2014-12
4308,52815,52815,52815,52815,52815,ACIDENTE,-15.789167,-44.5625,MACARANI,BA,BRASIL,***,10,16,SIM,FINALIZADA,A-515/CENIPA/2016,SIM,2/8/2017,0,1,NÃO,11/10/2014 0:00,11,2014,1/1/1900 16:23,2014-11
4309,52814,52814,52814,52814,52814,ACIDENTE,-9.059444444,-44.36916667,BOM JESUS,PI,BRASIL,SNGG,7,11,***,FINALIZADA,A-005/CENIPA/2014,SIM,8/1/2017,1,1,NÃO,1/7/2014 0:00,1,2014,1/1/1900 11:45,2014-01
4310,52813,52813,52813,52813,52813,ACIDENTE,-23.1177393,-46.5547861,ATIBAIA,SP,BRASIL,SDTB,20,21,***,,,NÃO,,0,1,NÃO,12/20/2014 0:00,12,2014,1/1/1900 21:00,2014-12
4311,52812,52812,52812,52812,52812,ACIDENTE,-18.7146049,-39.8539499,SÃO MATEUS,ES,BRASIL,SNMX,30,19,***,,,NÃO,,0,1,NÃO,11/30/2014 0:00,11,2014,1/1/1900 19:18,2014-11
4312,52811,52811,52811,52811,52811,ACIDENTE,-23.4,-46.86416667,CAJAMAR,SP,BRASIL,***,27,15,SIM,FINALIZADA,A-147/CENIPA/2014,NÃO,,0,1,NÃO,8/27/2014 0:00,8,2014,1/1/1900 15:10,2014-08
